TradingDay,index_code,prev_close,open_price,high_price,low_price,close_price,turnover_volume,turnover_value,negotiable_mv,change_pct,index_return,net_buy_value,buy_value_xl,sell_value_xl,buy_value_l,sell_value_l,buy_value_m,sell_value_m,buy_value_s,sell_value_s,free_float_mktval
2021-01-12,000985,5726.6583,5704.5966,5851.0088,5703.6767,5851.0088,67811232542.0,1022679678274.0,36874722770000.0,2.17143216,0.021714321600000003,52743701854.78,256778864538.84,205349516471.55,135883466562.22,130561107395.16,113411900943.86,116172824523.41,31637458506.69,32884540306.71,32949160054700.74
2021-01-13,000985,5851.0088,5860.2993,5874.6774,5772.6897,5812.2742,78614910393.0,1163432365741.0,36630606040000.0,-0.66201575,-0.0066201575,-15128734890.02,280053092749.71,273520328247.37,142796085323.18,151635276060.16,118252975937.6,128973898742.92,33049661901.84,35151047751.9,32721168849002.17
2021-01-14,000985,5812.2742,5788.2353,5803.2649,5721.6353,5735.211,70919751665.0,1052560846553.0,36145158610000.0,-1.32587,-0.013258700000000002,-5665864847.81,240619864307.99,249996828089.63,132841394681.81,133156850777.64,116591543275.04,114416009304.93,33394689059.22,31543667999.67,32300524860970.15
2021-01-15,000985,5735.211,5731.9143,5764.2447,5666.2853,5740.2818,65560728226.0,966302175668.0,36177703830000.0,0.08841523,0.0008841523,-4449997339.2,218387869803.35,218592211752.76,119431466250.81,123337101004.18,110065585302.8,111419357366.82,33041168265.24,32027416837.64,32350563538488.96
2021-01-18,000985,5740.2818,5724.4291,5831.2332,5711.7042,5817.5207,63347741035.0,929161453716.0,36665391220000.0,1.34555938,0.0134555938,38757684312.74,213708872293.72,179193814153.0,125338913397.04,120058933019.29,112786210555.21,113485411745.69,32125573234.93,32463726250.18,32834086607504.93
2021-01-19,000985,5817.5207,5820.6391,5829.3354,5736.2082,5755.5835,68523556026.0,970119001154.0,36275027190000.0,-1.0646666,-0.010646666,-29305326883.0,202902901643.0,215874543368.0,123556357532.89,133162798028.51,111863828018.35,118187015704.42,32083750413.94,32487807390.25,32485898612523.29
2021-01-20,000985,5755.5835,5758.2248,5812.7698,5744.1408,5804.3862,58293356663.0,849663191659.0,36584484280000.0,0.84791924,0.0084791924,18427573569.02,187457308493.94,162957501783.85,112996083443.15,113193038222.3,103329387968.25,108318206982.76,30262603179.02,31149062526.43,32780420467533.7
2021-01-21,000985,5804.3862,5815.8734,5912.1949,5815.2802,5884.7249,70305943386.0,1014851628711.0,37092143600000.0,1.38410328,0.0138410328,43704271753.83,245666283617.79,202453949342.41,135524565957.16,132015082397.75,116234265289.64,118850583848.15,31852835834.96,32254063357.41,33310038518806.73
2021-01-22,000985,5884.7249,5879.5395,5891.1672,5830.0332,5885.3459,68662712363.0,1035767189119.0,37094614350000.0,0.01055274,0.0001055274,-21263834217.79,231062699612.84,230002761243.65,132920564196.55,140350659026.0,112510457776.19,124398359004.49,30757956337.53,33763732866.76,33335444081757.14
2021-01-25,000985,5885.3459,5877.8532,5944.6673,5850.6649,5902.0349,69691150690.0,1127330652417.0,37202141480000.0,0.28356872,0.0028356872,-4051845209.94,274985709793.4,257968860076.38,139973941572.47,146420071672.81,115009505940.03,126486801754.91,31670246756.82,34815515768.56,33447653053511.46
2021-01-26,000985,5902.0349,5876.8583,5877.6426,5782.778,5791.2593,59592447225.0,942254548044.0,36509065450000.0,-1.8769052,-0.018769051999999998,-32073581169.53,194201733466.09,216138450389.36,121760423266.69,127087443364.18,107658465443.11,112322501592.11,31469861721.96,31615669721.73,32819774038258.55
2021-01-27,000985,5791.2593,5784.9605,5814.159,5727.7294,5805.7559,56717575269.0,856989431919.0,36602356110000.0,0.25031861,0.0025031861,9562185182.59,188183130309.44,175205162225.07,112826871627.33,112330599627.56,101992036875.03,105285585336.33,30273770203.31,30892276643.56,32914374378949.01
2021-01-28,000985,5805.7559,5730.2162,5761.0557,5653.1588,5665.264,59165223910.0,852409691015.0,35716724650000.0,-2.41987266,-0.024198726599999998,-30167197465.15,166100615326.26,184526733027.37,109626659812.76,115062694183.32,103737952343.84,110044701428.38,31656019750.26,31654316059.2,32118105998152.02
2021-01-29,000985,5665.264,5700.2831,5715.1625,5545.8507,5615.5745,62753037967.0,886716275277.0,35404551880000.0,-0.87709064,-0.0087709064,-16848661171.98,182886086817.44,186654510552.61,111591050109.62,118308190374.83,106885100812.63,114081286277.53,33571569773.04,32738481479.74,31842041087873.82
2021-02-01,000985,5615.5745,5611.9708,5669.9147,5601.7108,5667.7869,57947749800.0,789282259917.0,35732348370000.0,0.92977842,0.009297784199999999,18800476054.9,160564073265.99,145446965242.08,107618097538.43,105098729793.78,103705401471.87,103553679052.1,32153796166.63,31141518300.06,32180634591245.03
2021-02-02,000985,5667.7869,5677.2864,5744.3932,5650.0885,5742.1967,56201856629.0,834777113586.0,36199363700000.0,1.31285458,0.0131285458,23893162847.35,187696180718.81,160966252264.88,111616426353.09,109317625112.78,100354361184.89,103916458472.36,29668170412.35,31241639971.77,32619370851902.46
2021-02-03,000985,5742.1967,5740.9665,5764.5089,5701.9299,5706.4827,60700577631.0,885198806027.0,35977374660000.0,-0.6219571,-0.006219571,-16431216677.14,192850417788.14,184344734609.19,110847110530.59,118716512697.34,101080977012.07,114059108669.64,29605289807.5,33694655839.27,32395936802728.81
2021-02-04,000985,5706.4827,5679.0094,5718.7077,5592.2213,5660.392,61507972541.0,875507279096.0,35686788480000.0,-0.80769017,-0.0080769017,-1637167762.04,185334246009.55,183159964142.55,111843587333.88,115124629059.07,105985727674.49,108787918116.48,33771495117.87,31499712579.73,32207823256760.8
2021-02-05,000985,5660.392,5677.5773,5710.1818,5625.0936,5628.4284,57362900864.0,826945703223.0,35486270250000.0,-0.56468881,-0.0056468881000000005,-12215801800.75,178401305351.02,174852938266.6,104365585719.65,110422684886.94,95281604725.46,103532245086.85,29316455353.66,30772884710.15,32031269282891.29
2021-02-08,000985,5628.4284,5645.1773,5718.5577,5612.9201,5702.5332,49763004583.0,744576237273.0,35953856580000.0,1.3166162,0.013166161999999999,26864585749.57,166071064316.35,143922037871.92,98765242655.3,94735480657.38,91727127031.96,91576666991.32,29156977957.71,28621640691.13,32489481935772.53
2021-02-09,000985,5702.5332,5718.7636,5827.3064,5703.0741,5826.2763,51100131439.0,771441595852.0,36734893430000.0,2.1699672,0.021699672,50948185728.47,182763166033.07,141672621419.01,104052096476.46,96926598769.68,95289823631.33,92803422973.32,29089805106.62,28844062357.0,33222726703745.48
2021-02-10,000985,5826.2763,5845.1461,5932.7361,5836.6478,5918.5922,50696611434.0,809607792362.0,37316949030000.0,1.58447515,0.0158447515,20327226122.63,193159556760.28,166913111559.89,101815121119.69,103205246470.13,91699352035.56,95368594786.6,28293479765.73,29153330742.01,33774010030295.61
2021-02-18,000985,5918.5922,6028.9691,6041.3823,5904.0612,5930.6106,67213138634.0,1014329231936.0,37391077800000.0,0.2030618,0.0020306179999999997,-3834867259.58,240037941320.74,248891099303.85,123164038920.58,122330377734.09,109817339522.38,107118516406.47,32227863025.17,30742056604.04,33825259486970.19
2021-02-19,000985,5930.6106,5904.8633,5982.0176,5853.9275,5977.4226,71069666712.0,974424497270.0,37681606280000.0,0.78932851,0.007893285100000001,52035975557.52,224956457039.3,203442447481.78,131508073338.44,118312424409.06,120919416287.88,108292296717.21,35846290220.81,31147092720.86,34087846456709.96
2021-02-22,000985,5977.4226,5991.0688,6009.3165,5863.7441,5863.7441,93892712167.0,1217014295883.0,36964978060000.0,-1.90179794,-0.0190179794,1380439312.39,281371602823.54,281482846373.07,153024098113.74,153460089255.52,137028114235.51,136748961777.45,37773552886.09,36125031340.45,33434970097644.09
2021-02-23,000985,5863.7441,5815.8045,5900.2304,5811.2944,5839.8954,75872967176.0,955905056452.0,36816729670000.0,-0.40671454,-0.0040671454000000004,5995486624.0,214044244685.02,201074623330.47,123822890771.3,125668649296.55,110737755821.69,115732451153.25,32345380724.17,32479061597.91,33296918616907.25
2021-02-24,000985,5839.8954,5846.7715,5862.7581,5669.6463,5727.2327,71205836859.0,995181797113.0,36106300720000.0,-1.92919038,-0.0192919038,-17249442331.64,210606984525.0,227413942207.28,124808724228.83,130058045925.41,117111061816.24,116062202168.83,36439407284.65,32681429884.84,32652714376750.02
2021-02-25,000985,5727.2327,5780.9282,5787.6876,5716.2331,5729.9131,68457282747.0,871439301775.0,36124969880000.0,0.04680096,0.0004680096,-5448760107.58,188715625357.62,176450105540.66,109500810834.2,116851379407.48,103142596465.79,112427979597.34,31636238621.79,32714566841.5,32662250915887.98
2021-02-26,000985,5729.9131,5609.8639,5687.769,5599.4313,5617.6694,63704061906.0,843168591569.0,35417315190000.0,-1.95890754,-0.0195890754,-4910809974.6,174852364763.3,182023149072.55,107877292618.29,108183727993.49,104088175571.52,103476780465.42,32311058284.65,30356043680.9,32035097636463.22
2021-03-01,000985,5617.6694,5664.7134,5725.6887,5646.0969,5723.7588,61948943300.0,811101458165.0,36080107390000.0,1.8884949,0.018884948999999998,31709571106.88,170864999267.01,148250619822.94,109356848655.73,103870804924.65,108116654480.6,105517216336.62,33067012678.82,32057302891.07,32665300333164.21
2021-03-02,000985,5723.7588,5753.7445,5753.7445,5622.753,5665.895,65570113755.0,852232764070.0,35716404750000.0,-1.01094057,-0.0101094057,-40535590907.63,161376741604.75,178850423073.33,108246791699.13,118108772863.99,103930412769.91,114939815942.26,32294640930.78,34485166032.62,32334387181368.99
2021-03-03,000985,5665.895,5648.0934,5759.7838,5644.4479,5759.4494,66066024285.0,796238192718.0,36306318400000.0,1.65118485,0.0165118485,56262132273.17,177985160342.32,133711345591.83,109189271389.79,101386039007.57,106209704524.59,103684552321.31,32866026697.69,31206093760.51,32864071751671.96
2021-03-04,000985,5759.4494,5706.6237,5712.9756,5587.9845,5611.5937,74053620257.0,899514012464.0,35373842680000.0,-2.56718463,-0.0256718463,-27231661989.38,179491956893.02,197351147056.24,112738639956.35,120239782126.3,109625402082.31,113236828856.77,34285176772.54,32545079654.29,32004910045979.69
2021-03-05,000985,5611.5937,5532.7077,5646.2794,5522.9144,5607.5509,69252235703.0,816303363491.0,35351204990000.0,-0.0720437,-0.000720437,32182431551.87,168926217276.65,153230478708.88,111362300090.38,104170793912.75,109352976760.71,103397134677.33,34601403849.93,31262059126.84,31983309403933.21
2021-03-08,000985,5607.5509,5645.4243,5672.4379,5445.8382,5446.469,74482159678.0,909525791679.0,34336701370000.0,-2.87258917,-0.0287258917,-431117945979.7,82594571736.86,249662907634.02,62743814416.56,180797356500.35,69607843382.96,183482463969.9,24257693748.39,56379141160.2,31056692052294.05
2021-03-09,000985,5446.469,5431.406,5447.1201,5253.1022,5317.1495,78359001744.0,919657198979.0,33521577710000.0,-2.37437319,-0.0237437319,-7902063134.48,185875822674.5,184296916304.7,116279929759.67,122480823950.59,116705913208.58,121231530641.64,37015902734.78,35770360615.08,30311203504609.35
2021-03-10,000985,5317.1495,5387.0972,5391.7653,5309.1116,5321.8715,58679509250.0,697903004367.0,33555941810000.0,0.08880698,0.0008880698,-24614807947.73,127031750483.51,131021987880.14,87067501687.45,94914893865.86,90587252991.27,101580491860.19,31957593479.14,33741532982.91,30348263686612.31
2021-03-11,000985,5321.8715,5337.3838,5452.2848,5324.5242,5452.2848,63074120722.0,743650809885.0,34377604010000.0,2.45051576,0.0245051576,47457849144.83,162796352896.6,127421953915.2,100796143966.05,92431294461.44,99690536577.13,96340325742.44,32271296518.31,31902906694.18,31098072352433.02
2021-03-12,000985,5452.2848,5472.9631,5473.2336,5409.5008,5469.1625,68805138734.0,760165544311.0,34484686820000.0,0.3095528,0.003095528,-8822405128.87,149719679395.98,144609458572.41,97755226208.28,102660528608.4,96873685860.5,104321548872.27,31322978564.69,32902439105.24,31183516047016.1
2021-03-15,000985,5469.1625,5441.9671,5456.9311,5335.465,5382.1092,68067594789.0,753844871615.0,33901112470000.0,-1.59171171,-0.0159171171,-8859527226.18,144677528645.17,146061364174.17,97430759865.57,101413339476.54,97918769470.99,101515752527.2,32465614643.53,32361743673.53,30632791223162.75
2021-03-16,000985,5382.1092,5395.9047,5430.5274,5356.4402,5430.0354,63391539083.0,686637326673.0,34206427780000.0,0.89047246,0.0089047246,21268622156.57,124242306124.06,111259671143.06,95362081070.56,91009829542.22,100767581319.79,98115974795.46,33581006353.49,32298877230.59,30912398022018.1
2021-03-17,000985,5430.0354,5414.8452,5470.8231,5374.1233,5457.8584,58637424407.0,658574302849.0,34381391200000.0,0.51239077,0.0051239077,8314750511.76,120525838783.24,109442552920.64,87246512969.55,86992109758.77,93775762754.28,96542577961.43,31896412615.34,32152535969.81,31085772677476.41
2021-03-18,000985,5457.8584,5466.7906,5514.4799,5463.2356,5493.3516,58566410873.0,673864237847.0,34604978330000.0,0.65031368,0.0065031368,1888303745.75,122834159566.4,108360301238.29,89339504611.65,91460800732.92,94465281639.41,101746398589.65,31237325413.92,34420466924.77,31293793683047.27
2021-03-19,000985,5493.3516,5421.0219,5454.4527,5361.9237,5389.634,61509364736.0,705001141552.0,33951617030000.0,-1.88805683,-0.0188805683,-24354370610.88,117030097968.15,133659545684.33,91782320394.25,94955002917.21,98649554247.92,102359821017.2,32861413292.91,33703386895.37,30699817406213.54
2021-03-22,000985,5389.634,5392.3948,5456.7174,5385.7037,5456.4008,63079876684.0,692199701793.0,34373371470000.0,1.23880026,0.012388002600000001,37304099744.78,131438265702.01,105428544096.94,97245168789.91,89259160615.58,102455239250.0,99808068852.45,33613227475.17,32952027907.34,31069771509096.08
2021-03-23,000985,5456.4008,5456.7072,5456.7072,5361.8037,5397.6099,65373671179.0,710741163888.0,34003932830000.0,-1.07746667,-0.0107746667,-31366363273.05,110419335118.94,125171414238.09,93542816402.64,101971406797.88,101130395041.59,109368279077.23,34594854176.08,34542663899.1,30739281058112.78
2021-03-24,000985,5397.6099,5369.0765,5407.4556,5310.8535,5318.9723,62689599851.0,691664063913.0,33509354340000.0,-1.45689669,-0.0145689669,3738701870.0,117637199791.7,113200396945.11,94059799268.21,95806701104.25,101101676812.46,102272103291.78,34902707455.47,32683480116.7,30300024926563.36
2021-03-25,000985,5318.9723,5294.613,5345.9021,5271.911,5318.0582,55919734730.0,603750373908.0,33503594950000.0,-0.01718565,-0.0001718565,13027395249.23,99218472640.4,91579738844.78,83175881082.69,79863776325.07,92662163272.99,92332928394.53,33332368016.79,31585046199.26,30301835526213.78
2021-03-26,000985,5318.0582,5337.5655,5437.3562,5337.5655,5425.7543,57139039183.0,680061178032.0,34186466160000.0,2.02510194,0.0202510194,52727569763.17,139158039727.83,100364503600.57,94342496862.94,86222642265.83,99551631361.97,95507132974.66,33342206402.62,31572525751.13,30931068635983.84
2021-03-29,000985,5425.7543,5440.5298,5470.6432,5403.796,5436.1515,58426800223.0,685098862467.0,34252203000000.0,0.19162681,0.0019162681,-8504306559.32,119979753952.1,115725706404.13,90908273756.2,93963648188.16,95617224904.18,103064786989.82,31792025782.7,34047443372.39,31004183562873.92
2021-03-30,000985,5436.1515,5428.631,5472.2897,5408.7485,5463.4299,58399687778.0,674555427126.0,34424078760000.0,0.50179617,0.0050179617,7952574586.8,121987808398.58,102765527005.97,91065298966.56,93302397651.15,96161364297.38,103528443990.16,32039529632.58,33705058061.02,31180539185233.19
2021-03-31,000985,5463.4299,5455.4828,5455.4828,5398.0591,5433.6977,54881771068.0,621588253367.0,34236106650000.0,-0.54420393,-0.0054420393,-11970171642.13,102512184091.33,106760161914.97,80418664355.85,82285636903.83,90707942900.59,95011829153.41,31170249968.25,32721584985.94,31023885002676.72
2021-04-01,000985,5433.6977,5442.1027,5492.9972,5433.946,5487.6981,53554978589.0,589870655171.0,34576934210000.0,0.99380575,0.0099380575,18600673610.91,100479112028.37,79371397286.83,81282736085.39,79586493454.01,91381291517.92,94487555614.61,31092525185.84,32189544851.16,31353163721523.58
2021-04-02,000985,5487.6981,5502.7966,5536.3621,5486.2656,5524.692,53086643388.0,635598423609.0,34809643800000.0,0.67412418,0.0067412418,4689864528.11,111502947626.26,96482401302.75,85870683721.5,86356702218.42,92253056036.74,98853854547.57,30517457120.87,33761321908.52,31598817351512.52
2021-04-06,000985,5524.692,5540.722,5544.5942,5510.7009,5527.4872,49751383761.0,586854885480.0,34827255500000.0,0.05059468,0.0005059468,-258226854.31,91821598055.24,88860183155.37,78113166078.32,78868740073.36,91636776352.46,93195190796.8,31726789282.06,32632442596.86,31618634155524.62
2021-04-07,000985,5527.4872,5531.1237,5531.1237,5464.8965,5509.2748,60057775018.0,657232233504.0,34712791900000.0,-0.32948787,-0.0032948787,708845335.04,119283791182.12,116664310113.4,86918693113.18,86428492924.38,92159521020.11,94123953035.62,30608534546.9,31044938453.87,31510130335622.01
2021-04-08,000985,5509.2748,5488.2558,5530.574,5470.1468,5509.0241,65091745252.0,669798899787.0,34713431760000.0,-0.00455051,-4.55051e-05,-3681953868.39,113358031475.37,103205805194.37,89374552749.89,91604213038.26,96367528384.24,105227658846.64,31703245593.26,34447634991.88,31508295981944.52
2021-04-09,000985,5509.0241,5499.2129,5500.9934,5440.9792,5457.5934,56306900037.0,615361158620.0,34392245220000.0,-0.93357188,-0.0093357188,-5695375243.58,106926079416.14,106401221053.16,81866573155.77,84611619230.31,87544026693.3,91111454112.73,28496212861.45,28403972974.04,31209422246900.44
2021-04-12,000985,5457.5934,5452.4364,5467.989,5349.7119,5365.0545,61822025518.0,694978401685.0,33815148960000.0,-1.69559902,-0.0169559902,-20163899708.06,122538949149.82,129928611429.64,90446000958.8,97441568313.68,94161756786.13,100452491715.24,30260544532.28,29748479676.53,30678348648809.9
2021-04-13,000985,5365.0545,5361.2182,5402.1343,5336.1494,5350.8719,55828020519.0,599322476749.0,33725758230000.0,-0.26435146,-0.0026435146,2413844510.46,104064148394.26,96181188768.9,79847680773.8,81583496394.69,87139838912.86,91665081610.66,29816492993.59,29024549789.8,30620263384030.31
2021-04-14,000985,5350.8719,5354.1426,5413.5616,5354.1426,5408.4332,52005700677.0,583457803140.0,34088653690000.0,1.07573683,0.0107573683,37587581952.28,116725664735.6,88603860790.23,79177413653.02,73172337078.02,85785705628.84,83757998753.32,28833908986.97,27400914430.58,30957889786347.73
2021-04-15,000985,5408.4332,5395.6668,5395.6668,5337.4981,5382.6199,52175368533.0,581179321838.0,33925752400000.0,-0.47727871,-0.0047727871,-8499409346.2,98208216848.41,101654551458.31,75706138113.58,77510897524.51,83886442258.28,87262268138.53,28539159493.31,28411648938.43,30814944195633.61
2021-04-16,000985,5382.6199,5395.108,5431.0402,5366.5236,5420.676,56368940203.0,617484731649.0,34166285420000.0,0.70701816,0.007070181599999999,40920569601.21,106262421579.3,87371636915.25,87508507321.77,77735269338.48,101043665907.64,92279808472.14,34388056286.88,30895366768.51,31025412567662.19
2021-04-19,000985,5420.676,5419.5705,5535.0371,5401.4215,5533.776,63814783695.0,774860044879.0,34879563130000.0,2.08645564,0.0208645564,65674744805.94,172776769918.94,122378331733.45,106954217928.56,98092614026.55,108317966123.7,103380134147.22,32218441355.53,30741570613.57,31704687347338.09
2021-04-20,000985,5533.776,5515.492,5566.3598,5507.6864,5526.5316,60734576012.0,748633565695.0,34834202140000.0,-0.13091242,-0.0013091242000000001,-9627269935.81,136529697375.43,130032057194.27,98274463789.54,101680493929.06,102074428311.33,111573006026.78,32624558861.69,35844861123.69,31657806804269.05
2021-04-21,000985,5526.5316,5496.261,5543.9289,5485.0298,5532.139,54019557282.0,656860558800.0,34870069520000.0,0.10146328,0.0010146328,-224392785.36,122204821438.83,114884723810.9,87917788986.0,89076087307.64,90118107273.29,95143464130.56,28077365756.23,29438200990.61,31696241281198.25
2021-04-22,000985,5532.139,5549.8003,5553.5863,5514.9712,5536.2794,52909288666.0,658233460167.0,34896025190000.0,0.07484266,0.0007484266,-4356381475.52,122585137312.59,113658711838.84,87607938554.84,90911353302.21,89153808014.93,96647338561.32,27591655910.68,30077517566.19,31728089794296.54
2021-04-23,000985,5536.2794,5534.1524,5573.3358,5525.1906,5560.1726,54135945853.0,693900979197.0,35046628140000.0,0.43157504,0.0043157504,1721123592.94,132873622857.08,115075370987.88,89444256750.59,94480655751.14,93580834044.74,103283842535.72,31912338220.77,33250059005.5,31872769448946.72
2021-04-26,000985,5560.1726,5578.8715,5610.5664,5508.4093,5512.8362,60065859277.0,815058551639.0,34749065170000.0,-0.85134767,-0.0085134767,-19142231794.75,163952927676.31,163416423671.47,106672099364.48,113983977952.51,98814907765.44,109034038947.05,28518225582.73,30665951612.68,31607862784685.02
2021-04-27,000985,5512.8362,5509.3375,5516.6727,5465.2127,5515.4807,53611659471.0,679641602257.0,34765556170000.0,0.04796986,0.0004796986,-6768410203.49,122279932338.01,119534019920.05,92015228132.92,95485288875.44,92937093222.76,98960187033.92,29204342807.32,29225510875.09,31644650486668.67
2021-04-28,000985,5515.4807,5501.718,5548.4915,5486.1736,5548.4915,52054092162.0,707231624040.0,34974412410000.0,0.59851175,0.0059851175000000005,25238510268.58,148332130424.11,125735960943.93,96396373283.66,92737467826.1,93421230072.95,94687195457.58,28085333840.39,27835933124.92,31841895919407.46
2021-04-29,000985,5548.4915,5551.834,5581.2953,5534.9462,5572.6645,55667979523.0,739486062188.0,35127371580000.0,0.43566796,0.0043566796,10358343229.23,155706118523.17,139583325247.57,98267276986.94,100148730931.94,93335339189.72,96785982707.76,27613468461.87,28045821045.2,32004295281674.69
2021-04-30,000985,5572.6645,5560.6334,5573.5321,5510.7016,5544.2558,59650424724.0,782484649425.0,34950776790000.0,-0.50978666,-0.0050978666,1687063138.96,161868143897.38,151501857756.14,103031267830.95,106497562036.73,98187161742.82,103041437787.52,28999283276.15,29357936027.95,31871885686305.66
2021-05-06,000985,5544.2558,5531.77,5563.0699,5475.6056,5510.0088,60924933810.0,798136746051.0,34736060130000.0,-0.61770238,-0.0061770238,4693532149.21,171612360000.52,165302202220.28,104034819839.66,103489368216.69,98125823081.62,99789797001.47,27642136617.97,28140239952.12,31640907653367.25
2021-05-07,000985,5510.0088,5520.8439,5533.8011,5445.0913,5445.0913,68134430780.0,804024660248.0,34325370270000.0,-1.17817416,-0.0117817416,-7856393766.3,165475519005.13,162022366964.11,106125916774.48,111273259914.8,98631133797.55,104438447811.76,27851564123.35,28206452776.14,31255671732508.53
2021-05-10,000985,5445.0913,5451.8331,5470.283,5416.9893,5454.5386,69541113816.0,782660835921.0,34384782940000.0,0.17350122,0.0017350122,26052080033.51,163764703181.09,140079933942.68,108590751873.01,106477912422.88,102569629225.75,103148844179.88,29431374142.13,28597687843.03,31346128210319.54
2021-05-11,000985,5454.5386,5418.4781,5484.2802,5376.3377,5473.0722,68169184908.0,766831425556.0,34501742920000.0,0.33978309,0.0033978309,12716371880.74,151697228484.67,147276219276.51,107415239873.36,103488630785.84,101173403782.81,98809503578.81,29488027026.02,27483173644.96,31459463982977.51
2021-05-12,000985,5473.0722,5453.272,5516.1919,5451.3218,5511.4702,61159888611.0,688596410581.0,34744074390000.0,0.70158037,0.0070158037,34085021437.94,135125733196.96,110822538555.0,99305749071.26,93681208126.08,98161452210.31,95401017146.94,28747781982.92,27350931195.49,31709672452320.21
2021-05-13,000985,5511.4702,5458.2456,5499.1316,5448.6509,5460.0805,64372216446.0,725319764123.0,34420306110000.0,-0.93241364,-0.0093241364,-13296028264.81,129924627120.83,136458573689.23,99624181113.49,102740560183.15,97705121096.19,101452555220.82,28757939028.72,28656207530.84,31426703729026.48
2021-05-14,000985,5460.0805,5475.0836,5562.7297,5449.506,5562.1592,67519427640.0,820651656858.0,35063820060000.0,1.8695457,0.018695457,60549905859.41,183910100530.36,136901492179.35,117183688106.54,109081725897.53,109039329616.97,105759718246.99,30467663564.72,28307939635.31,32015972212226.93
2021-05-17,000985,5562.1592,5562.2245,5638.4029,5562.0741,5611.832,64073431864.0,842349867230.0,35378372580000.0,0.89304887,0.0089304887,18369903284.05,185130224833.69,158277008853.21,112231256556.51,114478514842.86,103385857102.09,109448318497.81,29612547222.51,29786140236.87,32301033578594.65
2021-05-18,000985,5611.832,5613.2084,5622.8566,5586.8019,5622.2737,54283431076.0,677149695898.0,35445180710000.0,0.1860658,0.001860658,12009463924.73,130792722911.61,116456768561.98,94194443867.8,93884815543.48,92345993335.42,94986306552.99,27246420260.58,27242225792.23,32394546688129.91
2021-05-19,000985,5622.2737,5606.8369,5626.7575,5586.9026,5612.1951,55977020209.0,706662144863.0,35381797810000.0,-0.179262,-0.00179262,1771608768.77,140330881028.62,124044216987.81,93726178907.15,97953019971.1,92001650941.28,100699046678.35,28158166388.85,29748984859.87,32358999253622.62
